Active ingredient name - English,Active ingredient name - French,Reevaluation status,CAS number
PENFLUFEN,PENFLUFÈNE (N.M.),NO,494793-67-8
PENTACHLOROPHENOL PLUS RELATED ACTIVE CHLOROPHENOLS,PENTACHLOROPHÉNOL (N.M.) ET DÉRIVÉS ACTIFS,NO,87-86-5
PENTHIOPYRAD,PENTHIOPYRADE (N.M.),NO,183675-82-3
"PEPINO MOSAIC VIRUS, STRAIN CH2, ISOLATE 1906","VIRUS DE LA MOSAÏQUE DU PÉPINO, SOUCHE CH2, ISOLAT 1906",NO,
PEPPERMINT OIL,HUILE DE MENTHE POIVRÉE (N.F.),NO,8006-90-4
PERFORMIC ACID,ACIDE PERFORMIQUE (N.M.),NO,107-32-4
PERMETHRIN,PERMÉTHRINE,NO,52645-53-1
PEROXYACETIC ACID,ACIDE PEROXYACÉTIQUE (N.M.),NO,79-21-0
PETHOXAMID,PÉTHOXAMIDE (N.M.),NO,106700-29-2
PETROLEUM HYDROCARBON BLEND,MÉLANGE D'HYDROCARBURES PÉTROLIERS (N.M.),NO,
PHENMEDIPHAM,PHENMÉDIPHAME (N.M.),NO,13684-63-4
PHENYLMERCURIC ACETATE,ACETATE DE PHENYLMERCURE (M),NO,62-38-4
PHENYLMERCURIC OLEATE,OLEATE DE PHENYLMERCURE (M),NO,104-60-9
PHLEBIOPSIS GIGANTEA,PHLEBIOPSIS GIGANTEA,NO,
PHMB,PHMB,NO,32289-58-0
PHOMA MACROSTOMA,PHOMA MACROSTOMA,NO,
PHORATE,PHORATE (N.M.),YES,298-02-2
PHOSALONE,PHOSALONE,NO,2310-17-0
PHOSMET,PHOSMET (N.M.),YES,732-11-6
PHOSPHINE,PHOSPHINE (N.F.),NO,7803-51-2
PHOSPHORIC ACID,ACIDE PHOSPHORIQUE (M),NO,7664-38-2
PHTHALO GREEN PIGMENT,PIGMENT VERT PHTHALO,NO,1328-53-6
PHTHORIMAEA OPERCULELLA GRANULOVIRUS ISOLATE GV-0019,PHTHORIMAEA OPERCULELLA GRANULOVIRUS ISOLATE GV-0019,NO,
PICARBUTRAZOX,PICARBUTRAZOX (N.M.),NO,500207-04-5
PICLORAM (PRESENT AS ACID),PICLORAME (N.M.) (PRÉSENT SOUS FORME D'ACIDE),YES,1918-02-1
PICLORAM (PRESENT AS AMINE SALTS),"PICLORAME (N.M.) (PRÉSENT SOUS FORME DES SELS D'AMINE  (ALKANOLAMINE, DIÉTHANOLAMINE, OU TRIISOPROPANOLAMINE))",YES,1918-02-1
PICLORAM (PRESENT AS POTASSIUM SALT),PICLORAME (N.M.) (PRÉSENT SOUS FORME DE SEL DE POTASSIUM),YES,1918-02-1
PICOLINAFEN,PICOLINAFÈNE (N.M.),YES,137641-05-5
PICOXYSTROBIN,PICOXYSTROBINE (N.M.),NO,117428-22-5
PINDONE PRESENT IN FREE FORM OR AS SODIUM SALT,"PINDONE (M), PRESENT SOUS FORME DE PINDONE OU DE SEL DE SODIUM",NO,83-26-1
PINE NEEDLE OIL,HUILE D'AIGUILLE DE PIN (N.F.),NO,8000-26-8
PINE OIL,HUILE DE PIN (N.F.),NO,8002-09-3
PINOXADEN,PINOXADÈNE (N.M.),YES,243973-20-8
PIPERINE,PIPÉRINE (N.F.),NO,94-62-2
PIPERONYL BUTOXIDE,BUTOXYDE DE PIPÉRONYLE (N.M.),NO,51-03-6
PIRIMICARB,PYRIMICARBE,NO,23103-98-2
PLUTELLA XYLOSTELLA GRANULOVIRUS (PLXYGV) ISOLATE GV-0020,PLUTELLA XYLOSTELLA GRANULOVIRUS (PLXYGV) ISOLATE GV-0020,NO,
POLYACRYLAMIDE,HOMOPOLYMERE DE PROPEN-2 AMIDE,NO,9003-05-8
POLYACRYLIC POLYMER,POLYMERE POLYACRILIQUE (M),NO,9003-01-4
POLYETHOXYPOLYPROPOXYPOLYETHOXYETHANOL-IODINE COMPLEX,COMPLEXE IODURE DE POLYETHOXYPOLYPROPOXYPOLYETHOXYETHANOL (M),NO,
POLYMERIZED BUTENES,BUTENES POLYMERISES,NO,
POLYOXIN D ZINC SALT,SEL DE ZINC DE POLYOXINE D (N.M.),NO,146659-78-1
POLYOXYALKYLATED ALKYL PHOSPHATE ESTER,ESTER DE PHOSPHATE D'ALKYLE POLYOXYALKYLE (N.M.),NO,
POLYOXYETHYLENE (20) SORBITAN MONOLAURATE,SORBITAN MONOLAURATE DE POLYOXYETHYLENE (20),NO,9005-64-5
POLYOXYETHYLENE ISOTRIDECYL ETHER,OXYDE DE POLYOXYÉTHYLÈNE ET D'ISOTRIDÉCYLE,NO,9043-30-5
POLYVINYL POLYMER,POLYMERE DE POLYVINYLE (M),NO,
POLY[HYDROXYETHYLENE(DIMETHYLIMINIO)ETHYLENE(DIMETHYLIMINIO)METHYLENE DICHLORIDE],POLY-[DICHLORURE D'HYDROXYETHYLENE(DIMETHYLIMINIO)ETHYLENE(DIMETHYLIMINIO)METHYLENE] (M),NO,
POLY[OXYETHYLENE(DIMETHYLIMINIO)ETHYLENE(DIMETHYLIMINIO)ETHYLENE DICHLORIDE],POLY-[DICHLORURE D'OXYÉTHYLÈNE(DIMÉTHYLIMINIO)ÉTHYLÈNE(DIMÉTHYLIMINIO)ÉTHYLÈNE],NO,31512-74-0
POTASSIUM 4- AND 6-CHLORO-2-PHENYLPHENATE,CHLORO-4 (ET -6) PHENYLPHENATE DE POTASSIUM (M),NO,
POTASSIUM BICARBONATE,BICARBONATE DE POTASSIUM (N.M.),YES,298-14-6
POTASSIUM CHLORIDE,CHLORURE DE POTASSIUM (N.M.),NO,7447-40-7
POTASSIUM COCOATE,COCOATE DE POTASSIUM,NO,61789-30-8
POTASSIUM DICHLORO-S-TRIAZINETRIONE,DICHLORO S-TRIAZINETRIONE DE POTASSIUM (M),NO,2244-21-5
POTASSIUM DICHROMATE,BICHROMATE DE POTASSIUM (M),NO,7778-50-9
POTASSIUM DIMETHYLDITHIOCARBAMATE,DIMETHYL DITHIOCARBAMATE DE POTASSIUM (N.M.),NO,128-03-0
POTASSIUM HYDROXIDE,HYDROXYDE DE POTASSIUM (M),NO,1310-58-3
POTASSIUM N-HYDROXYMETHYL-N-METHYLDITHIOCARBAMATE,N-HYDROXYETHYL N-METHYLDITHIOCARBAMATE DE POTASSIUM,NO,51026-28-9
POTASSIUM PEROXYMONOSULFATE (PRESENT AS POTASSIUM PEROXYMONOSULFATE SULFATE),PEROXYSULFATE DE POTASSIUM (PRÉSENT SOUS FORME DE PEROXYSULFATE SULFATE DE POTASSIUM),NO,70693-62-8
POTASSIUM SALTS OF FATTY ACIDS,SELS DE POTASSIUM D'ACIDES GRAS (N.M.),NO,67701-09-1
POTATO STARCH,AMIDON DE POMME DE TERRE,NO,9005-25-8
PRALLETHRIN,PRALLÉTHRINE,NO,23031-36-9
PRIMISULFURON-METHYL,PRIMISULFURON-MÉTHYL,NO,86209-51-0
PRODIAMINE,PRODIAMINE,NO,29091-21-2
PROHEXADIONE-CALCIUM,PROHEXADIONE-CALCIUM (N.F.),YES,127277-53-6
PROHYDROJASMON,PROHYDROJASMON (N.M.),NO,158474-72-7
PROLAN,PROLAN,NO,117-27-1
PROMETON PLUS RELATED ACTIVE TRIAZINES,PROMETON (M) ET TRIAZINES ACTIFS APPARENTES,NO,1610-18-0
PROMETRYN PLUS RELATED ACTIVE TRIAZINES,PROMÉTRYNE (N.F.) ET TRIAZINES ACTIFS APPARENTES,YES,7287-19-6
PROPAMOCARB HYDROCHLORIDE,CHLORHYDRATE DE PROPAMOCARBE (N.M.),NO,25606-41-1
PROPANIL,PROPANIL,NO,709-98-8
PROPARGITE,PROPARGITE (M),NO,2312-35-8
PROPETAMPHOS,PROPETAMPHOS,NO,31218-83-4
PROPICONAZOLE,PROPICONAZOLE (N.M.),YES,60207-90-1
PROPOXUR,PROPOXUR (N.M.),YES,114-26-1
PROPOXYCARBAZONE-SODIUM,PROPOXYCARBAZONE-SODIUM (N.F.),NO,181274-15-7
PROPYLENE GLYCOL,"1,2-PROPYLÈNEGLYCOL (N.M.)",NO,57-55-6
PROPYLENE OXIDE,OXYDE DE PROPYLÈNE (N.M.),NO,75-56-9
PROPYZAMIDE,PROPYZAMIDE (N.M.),YES,23950-58-5
"PROQUINAZID
",PROQUINAZIDE,NO,189278-12-4
PROSULFURON,PROSULFURON (N.M.),NO,94125-34-5
PROTEASE ENZYME,PROTEASE ENZYME,NO,
PROTHIOCONAZOLE,PROTHIOCONAZOLE (N.M.),YES,178928-70-6
PSEUDOMONAS CHLORORAPHIS SUBSP. AURANTIACA STRAIN AFS009,PSEUDOMONAS CHLORORAPHIS SOUS-ESPÈCES AURANTIACA SOUCHE AFS009,NO,
PSEUDOMONAS COLEOPTERORUM (STRAIN 49762),PSEUDOMONAS COLEOPTERORUM (SOUCHE 49762),NO,
PSEUDOMONAS FLUORESCENS A506,PSEUDOMONAS FLUORESCENS A506,NO,
PSEUDOMONAS FLUORESCENS CL145A,PSEUDOMONAS FLUORESCENS CL145A,NO,
PSEUDOMONAS SYRINGAE - STRAIN ESC-10,PSEUDOMONAS SYRINGAE - SOUCHE ESC-10,NO,68583-32-4
PSEUDOZYMA FLOCCULOSA,PSEUDOZYMA FLOCCULOSA,NO,
PUTRESCENT WHOLE EGG SOLIDS,SOLIDES D'OEUFS ENTIERS PUTRESCENTS (N.M.),NO,
PYDIFLUMETOFEN,PYDIFLUMÉTOFÈNE (N.M.),NO,1228284-64-7
PYMETROZINE,PYMÉTROZINE (N.F.),NO,123312-89-0
PYRACLOSTROBIN,PYRACLOSTROBINE (N.F.),YES,175013-18-0
PYRAFLUFEN-ETHYL,PYRAFLUFÈNE-ÉTHYLE (N.M.),NO,129630-19-9
PYRASULFOTOLE,PYRASULFOTOLE (N.M.),YES,365400-11-9
PYRAZIFLUMID,PYRAZIFLUMID (N.M.),NO,942515-63-1
PYRAZON,PYRAZONE,NO,1698-60-8
PYRAZOPHOS,PYRAZOPHOS (M),NO,13457-18-6
PYRETHRINS,PYRÉTHRINES (N.F.PL.),NO,8003-34-7
PYRIDABEN,PYRIDABÈNE (N.M.),NO,96489-71-3
PYRIDATE,PYRIDATE (N.M.),NO,55512-33-9
"PYRIFLUQUINAZON
",PYRIFLUQUINAZONE (N.F.),NO,337458-27-2
PYRIMETHANIL,PYRIMÉTHANIL (N.M.),YES,53112-28-0
PYRIOFENONE,PYRIOFÉNONE (N.F.),NO,688046-61-9
PYRIPROXYFEN,PYRIPROXYFÈNE (N.M.),NO,95737-68-1
PYROXASULFONE,PYROXASULFONE (N.M.),NO,447399-55-5
PYROXSULAM,PYROXSULAME (N.M.),YES,422556-08-9
PYTHIUM OLIGANDRUM OOSPORES,PYTHIUM OLIGANDRUM OOSPORES,NO,
QUINCLORAC,QUINCLORAC (N.M.),NO,84087-01-4
QUINCLORAC (PRESENT AS DIMETHYLAMINE SALT),QUINCLORAC (N.M.) (PRÉSENT SOUS FORME DE SEL DE DIMÉTHYLAMINE),NO,84087-48-9
QUINOXYFEN,QUINOXYFÈNE (M),NO,124495-18-7
QUINTOZENE,QUINTOZÈNE (N.M.),NO,82-68-8
QUIZALOFOP-ETHYL,QUIZALOFOP-P-ÉTHYLE,NO,76578-14-8
QUIZALOFOP-P-ETHYL,QUIZALOFOP-P-ÉTHYLE (N.M.),NO,100646-51-3
R-(-)-1-OCTEN-3-OL,R-(-)-1-OCTEN-3-OL,NO,3687-48-7
RACEMIC CAMPHOR,CAMPHRE RACÉMIQUE (N.M.),NO,76-22-2
RECODED AS PIC. (PICLORAM AS ISOOCTYL ESTERS OR AS POTASSIUM SALT: FORMERLY TORDON),RECODE SOUS LE CODE PIC. (PICLORAME SOUS FORME D'ESTERS D'ISOOCTYLE OU DE SEL DE POTASSIUM): AUTREFOIS TORDON),NO,
RECODED UNDER BNP. (BORAX PENTAHYDRATE OR SODIUM TETRABORATE PENTAHYDRATE),RECODE SOUS LE CODE BNP. (PENTAHYDRATE DE BORAX OU TETRABORATE PENTAHYDRATE DE SODIUM),NO,
RECODED UNDER CAB. (CARBARYL: FORMERLY SEVIN),RECODE SOUS LE CODE CAB. (CARBARYL: AUTREFOIS SEVIN),NO,
RECODED UNDER DCH,RECODED UNDER DCH,NO,
"RECODED UNDER MGB. (2,3,4,5-BIS(2-BUTYLENE)TETRAHYDRO-2-FUFURAL: FORMERLY MGK REPELLENT II)","RECODE SOUS LE CODE MGB. (BIS(BUTYLENE-2)TETRAHYDRO-2,3,4,5 FURFURAL-2: AUTREFOIS MGK REPELLENT II)",NO,
RECODED UNDER SFT. (SULFOTEP: FORMERLY TEDP),RECODE SOUS LE CODE SFT. (SULFOTEP: AUTREFOIS TEDP),NO,
RECTIFIED CLOVE LEAF OIL,HUILE DE FEUILLES DE GIROFLE RECTIFIÉE (N.F.),NO,8015-97-2
RED SQUILL,SCILLE ROUGE (M),NO,507-60-8
RELATED CAPSAICINOIDS,CAPSAÏCINOÏDES APPARENTÉS (N.M.),NO,
RESCALURE,RESCALURE (N.M.),NO,64309-03-1
RESMETHRIN,RESMETHRINE,NO,10453-86-8
RHIZOBIUM ETLI STRAIN DJM4D6,RHIZOBIUM ETLI SOUCHE DJM4D6,NO,
RIMSULFURON,RIMSULFURON,YES,122931-48-0
RONNEL,RONNEL (M),NO,299-84-3
ROSEMARY OIL,HUILE DE ROMARIN (N.F.),NO,8000-25-7
ROTENONE,ROTÉNONE (N.F.),YES,83-79-4
S-(2-HYDROXYPROPYL)THIOMETHANE SULFONATE,THIOMETHANESULFONATE DE S-(HYDROXY-2 PROPYL) (M),NO,29803-57-4
S-KINOPRENE,S-KINOPRÈNE (N.M.),NO,65733-20-2
S-METHOPRENE,S-MÉTHOPRÈNE (N.M.),YES,65733-16-6
S-METOLACHLOR AND R-ENANTIOMER,S-MÉTOLACHLORE ET ÉNANTIOMÈRE R (N.M.),YES,87392-12-9
SACCHAROMYCES CEREVISIAE STRAIN Y243,SOUCHE Y243 DE SACCHAROMYCES CEREVISIAE,NO,68876-77-7
SAFLUFENACIL,SAFLUFÉNACILE (N.M.),YES,372137-35-4
SAPONINS OF CHENOPODIUM QUINOA,SAPONINES DE CHENOPODIUM QUINOA (N.F.),NO,404589-23-7
SAYBOLT UNIVERSAL VISCOSITY IN SECONDS AT 100 DEGREES FAHRENHEIT,NON DISPONIBLE,NO,
SCLEROTINIA MINOR IMI 3144141,SCLEROTINIA MINOR IMI 3144141,NO,
SEDAXANE,SÉDAXANE (N.M.),NO,874967-67-6
SESAME SEED OIL,HUILE DE SÉSAME (N.F.),NO,8008-74-0
SETHOXYDIM,SÉTHOXYDIME (N.F.),NO,74051-80-2
SHEEP FAT,GRAISSE DE MOUTON (N.F.),NO,98999-15-6
SIDURON,SIDURON (M),NO,1982-49-6
SILICA AEROGEL,SILICE AÉROGEL (N.F.),YES,7631-86-9
SILICON DIOXIDE (PRESENT AS 100% DIATOMACEOUS EARTH) - FRESH WATER FOSSILS,DIOXYDE DE SILICIUM (N.M.) (PRÉSENT SOUS FORM DE TERRE DE DIATOMÉES À 100 %)- FOSSILES D'EAU DOUCE,YES,61790-53-2
SILICON DIOXIDE (PRESENT AS 100% DIATOMACEOUS EARTH) - SALT WATER FOSSILS,DIOXYDE DE SILICIUM,NO,
SILOXYLATED POLYETHER,POLYÉTHER SILOXYLATÉ (N.M.),NO,
SILVER,ARGENT (N.M.),NO,7440-22-4
SILVER (PRESENT AS OXYSILVER NITRATE),ARGENT (N.M.) (PRÉSENT SOUS FORME DE NITRATE D'OXYARGENT),NO,12258-22-9
SILVER (PRESENT AS SILVER COPPER ZEOLITE),ARGENT (N.M.) (PRÉSENT SOUS FORME DE ZÉOLITE EN CUIVRE ARGENTÉE),NO,130328-19-7
SILVER (PRESENT AS SILVER PHOSPHATE GLASS),ARGENT (N.M.) (PRÉSENT SOUS FORME DE VERRE DE PHOSPHATE D'ARGENT),NO,65997-17-3
SILVER (PRESENT AS SILVER ZEOLITE),ARGENT (N.M.) (PRÉSENT SOUS FORME DE ZÉOLITE ARGENTÉE),NO,130328-18-6
SILVER CHLORIDE,SILVER CHLORIDE,NO,
SILVER GRAPHENE OXIDE,OXYDE DE GRAPHÈNE ARGENTÉ,NO,2640742-09-0
SILVER NITRATE,NITRATE D'ARGENT (M),NO,7761-88-8
SIMAZINE PLUS RELATED ACTIVE TRIAZINES,SIMAZINE ET TRIAZINES ACTIFS APPARENTÉES (N.F.),YES,122-34-9
SOAP (NON-SPECIFIC),SAVON,NO,
SODIUM 2-PHENYLPHENATE,2-PHÉNYLPHÉNATE DE SODIUM,NO,132-27-4
SODIUM ALPHA-OLEFIN SULFONATE,ALPHA-OLÉFINESULFONATE DE SODIUM,NO,68439-57-6
SODIUM BROMIDE,BROMURE DE SODIUM (N.M.),NO,7647-15-6
SODIUM CARBONATE,CARBONATE DE SODIUM (M),NO,497-19-8
SODIUM CARBONATE PEROXYHYDRATE,SODIUM CARBONATE PEROXYHYDRATE,NO,15630-89-4
SODIUM CHLORATE,CHLORATE DE SODIUM (N.M.),YES,7775-09-9
SODIUM CHLORIDE,CHLORURE DE SODIUM (N.M.),NO,7647-14-5
SODIUM CHLORITE,CHLORITE DE SODIUM (N.M.),YES,7758-19-2
SODIUM CYANIDE,CYANURE DE SODIUM,NO,
SODIUM DICHLORO-S-TRIAZINETRIONE,DICHLORO S-TRIAZINETRIONE SODIQUE,NO,2893-78-9
SODIUM DIMETHYLDITHIOCARBAMATE,DIMETHYL DITHIOCARBAMATE SODIQUE,NO,128-04-1
SODIUM DODECYLBENZENESULFONATE,DODECYLBENZENESULFONATE SODIQUE (M),NO,25155-30-0
SODIUM FLUORIDE,FLUORURE DE SODIUM (N.M.),NO,7681-49-4
SODIUM FLUOSILICATE (OR SODIUM SILICOFLUORIDE),FLUOSILICATE DE SODIUM (M),NO,16893-85-9
SODIUM HYDROXIDE,HYDROXYDE DE SODIUM (M),NO,1310-73-2
SODIUM HYPOCHLORITE,HYPOCHLORITE DE SODIUM (N.M.),NO,7681-52-9
SODIUM LAURYL SULFATE,LAURYL SULFATE SODIQUE (M),NO,151-21-3
SODIUM METABISULFITE,MÉTABISULFITE DE SODIUM,NO,7681-57-4
SODIUM METABORATE,MÉTABORATE SODIQUE (N.M.),NO,7775-19-1
SODIUM METABORATE OCTAHYDRATE,METABORATE DE SODIUM OCTAHYDRATE (M),NO,
SODIUM METABORATE TETRAHYDRATE,METABORATE DE SODIUM TETRAHYDRATE (M),NO,10555-76-7
SODIUM METASILICATE,METASILICATE DE SODIUM (M),NO,6834-92-0
SODIUM MONOFLUOROACETATE,MONOFLUOROACÉTATE DE SODIUM (N.M.),NO,62-74-8
SODIUM NITRITE,NITRITE DE SODIUM,NO,7632-00-0
"SODIUM NONANOYLOXYBENZENE SULFONATE (NOBS)
","SODIUM NONANOYLOXYBENZENE SULFONATE (NOBS)
",NO,91125-43-8
SODIUM O-BENZYL-P-CHLOROPHENATE,O-BENZYL P-CHLOROPHENATE SODIQUE (M),NO,3184-65-4
SODIUM OMADINE,OMADINE-SODIUM,NO,15922-78-8
SODIUM PARA-TERTIARY AMYLPHENATE,AMYLPHENATE PARA-TERTIAIRE DE SODIUM (M),NO,31366-95-7
SODIUM PENTACHLOROPHENATE PLUS RELATED CHLOROPHENATES,PENTACHLOROPHENATE DE SODIUM ET DERIVES ACTIFS (M),NO,131-52-2
SODIUM SALT OF 2-MERCAPTOBENZOTHIAZOLE,MERCAPTO-2 BENZOTHIAZOLE SODIQUE,NO,2492-26-4
"SODIUM SALT OF N-(3,4-DICHLOROPHENYL)-N'-2 (2-SULFO-4-CHLOROPHENOXY)-5-CHLOROPHENYL UREA","N-(DICHLORO-3,4 PHENYL) N'-(SULFO-2 CHLORO-4 PHENOXY)-2 CHLORO-5 PHENYL UREE SODIQUE",NO,24019-05-4
SODIUM TETRACHLOROPHENATE PLUS RELATED CHLOROPHENATES,TETRACHLOROPHENATE DE SODIUM (M) ET DERIVES ACTIFS,NO,25567-55-9
SOLVENT (PETROLEUM HYDROCARBONS),SOLVANT (N.M.) (HYDROCARBURES PÉTROLIERS),NO,
SOYBEAN OIL,HUILE DE SOYA (N.F.),NO,8001-22-7
SPEARMINT OIL,HUILE DE MENTHE VERTE (N.F.),NO,8008-79-5
SPIDOXAMAT,SPIDOXAMAT,NO,907187-07-9
SPIDOXAMAT (PRESENT AS POTASSIUM SALT),SPIDOXAMAT (PRÉSENT SOUS FORME DE SEL DE POTASSIUM),NO,
SPINETORAM,SPINÉTORAME (N.F.),YES,
SPINOSAD,SPINOSAD (N.M.),YES,131929-60-7
SPIRODICLOFEN,SPIRODICLOFÈNE (N.M.),YES,148477-71-8
SPIROMESIFEN,SPIROMÉSIFÈNE (N.M.),YES,283594-90-1
SPIROPIDION,SPIROPIDION,NO,1229023-00-0
SPIROTETRAMAT,SPIROTÉTRAMATE (N.M.),YES,203313-25-1
SPIROXAMINE,SPIROXAMINE (N.F.),NO,118134-30-8
"SPODOPTERA FRUGIPERDA NUCLEOPOLYHEDROVIRUS, ISOLATE 19","SPODOPTERA FRUGIPERDA NUCLEOPOLYHEDROVIRUS, ISOLATE 19",NO,
STEARIC ACID AND RELATED FATTY ACIDS,ACIDE STÉARIQUE ET ACIDES GRAS LIÉS,NO,98653-89-5
STREPTOMYCES ACIDISCABIES STRAIN RL-110T CELLS AND SPENT FERMENTATION MEDIA,"CELLULES DE SOUCHE STREPTOMYCES ACIDISCABIES RL-110T ET CHAMBRES
DE FERMENTATION USÉES",NO,
STREPTOMYCES GRISEOVIRIDIS STRAIN K61,STREPTOMYCES GRISEOVIRIDIS SOUCHE K61,NO,
STREPTOMYCES LYDICUS STRAIN WYEC108,STREPTOMYCES LYDICUS SOUCHE WYEC108,NO,
STREPTOMYCES MELANOSPORAFACIENS,STREPTOMYCES MELANOSPORAFACIENS,NO,
STREPTOMYCIN,STREPTOMYCINE (N.F.),YES,3810-74-0
STRYCHNINE,STRYCHNINE (N.F.),NO,57-24-9
STYRENE BUTADIENE COPOLYMER RUBBER,COPOLYMERE CAOUTCHOUTE DE STYRENE ET BUTADIENE,NO,9003-55-8
SUCROSE,SUCROSE,NO,57-50-1
SUCROSE OCTANOATE ESTERS,ESTERS D'OCTANOATE DE SUCROSE,NO,
SULFAQUINOXALINE (PRESENT AS SODIUM SALT),"SULFAQUINOXALINE, PRESENT SOUS FORME DE SEL DE SODIUM",NO,59-40-5
SULFENTRAZONE,SULFENTRAZONE (N.F.),YES,122836-35-5
SULFOMETURON METHYL,SULFOMÉTURON-MÉTHYLE (N.M.),NO,74222-97-2
SULFOSULFURON,SULFOSULFURON,NO,141776-32-1
SULFOTEP PLUS RELATED ACTIVE COMPOUNDS,SULFOTEP (M) ET DERIVES ACTIFS,NO,3689-24-5
SULFOXAFLOR,SULFOXAFLORE (N.M.),NO,946578-00-3
SULFOXIDE PLUS RELATED ACTIVE COMPOUNDS,SULFOXYDE ET DERIVES ACTIFS (M),NO,120-62-7
SULFURIC ACID,ACIDE SULFURIQUE (N.M.),NO,7664-93-9
SULFURYL FLUORIDE,FLUORURE DE SULFURYLE (N.M.),YES,2699-79-8
SULPHUR,SOUFRE,YES,7704-34-9
SURFACTANT BLEND,MÉLANGE DE SURFACTANT (N.M.),NO,
SURFACTANT MIXTURE,MÉLANGE DE SURFACTANTS (N.M.),NO,
T42982 DOUBLE STRANDED RNA,ARN DOUBLE BRIN T42982,NO,
T44917 DOUBLE STRANDED RNA,ARN DOUBLE BRIN T44917,NO,
T44918 DOUBLE STRANDED RNA,ARN DOUBLE BRIN T44918,NO,
T44922 DOUBLE STRANDED RNA,ARN DOUBLE BRIN T44922,NO,
T45082 DOUBLE STRANDED RNA,ARN DOUBLE BRIN T45082,NO,
T45126 DOUBLE STRANDED RNA,ARN DOUBLE BRIN T45126,NO,
T54572 DOUBLE STRANDED RNA,ARN DOUBLE BRIN T54572,NO,
TALL OIL FATTY ACIDS,ACIDES GRAS DE TALL OIL (M),NO,
TALLOW FATTY ACID AMINE ETHOXYLATE,AMINE ETHOXYLATE D'ACIDE GRAS DE SUIF,NO,61791-26-2
TCA (PRESENT AS SODIUM SALT),"TCA, PRESENT SOUS FORME DE SEL DE SODIUM",NO,650-51-1
TEA TREE OIL,HUILE DE MELALEUCA (N.F.),NO,
TEBUCONAZOLE,TÉBUCONAZOLE (N.M.),YES,107534-96-3
TEBUFENOZIDE,TÉBUFÉNOZIDE (N.M.),NO,112410-23-8
TEBUFENPYRAD,TEBUFENPYRAD,NO,119168-77-3
TEBUTHIURON,TEBUTHIURON (M),NO,34014-18-1
TEFLUBENZURON,TÉFLUBENZURON,NO,83121-18-0
TEFLUTHRIN,TÉFLUTHRINE (N.F.),NO,79538-32-2
TEMBOTRIONE,TEMBOTRIONE (N.F.),NO,335104-84-2
TEMEPHOS,TÉMÉPHOS (M),NO,3383-96-8
TEPP,TEPP (M),NO,107-49-3
TEPRALOXYDIM,TÉPRALOXYDIME,NO,149979-41-9
TERBACIL,TERBACIL (N.M.),YES,5902-51-2
TERBUCARB,TERBUCARBE (M),NO,1918-11-2
TERBUFOS,TERBUFOS,NO,13071-79-9
TETRACHLORVINPHOS,TÉTRACHLORVINPHOS (N.M.),YES,22248-79-9
TETRACONAZOLE,TÉTRACONAZOLE (N.M.),YES,112281-77-3
TETRADIFON,TETRADIFON (M),NO,116-29-0
TETRAKIS(HYDROXYMETHYL)PHOSPHONIUM SULFATE,SULFATE DE TÉTRAKIS(HYDROXYMÉTHYL)PHOSPHONIUM,YES,55566-30-8
TETRAMETHRIN,TÉTRAMÉTHRINE (N.F.),NO,7696-12-0
TETRANILIPROLE,TÉTRANILIPROLE (N.M.),NO,1229654-66-3
TETRAPOTASSIUM PYROPHOSPHATE,PYROPHOSPHATE TETRAPOTASSIQUE (M),NO,7320-34-5
TETRASODIUM ETHYLENEDIAMINETETRAACETATE,ETHYLENEDIAMINETETRAACETATE TETRASODIQUE (M),NO,64-02-8
THIABENDAZOLE,THIABENDAZOLE (N.M.),NO,148-79-8
THIACLOPRID,THIACLOPRIDE (N.M.),YES,111988-49-9
THIAMETHOXAM,THIAMÉTHOXAME (N.M.),YES,153719-23-4
THIDIAZURON,THIDIAZURON,NO,51707-55-2
THIENCARBAZONE-METHYL,THIENCARBAZONE-MÉTHYL (N.F.),YES,317815-83-1
THIFENSULFURON-METHYL,THIFENSULFURON-MÉTHYL (N.M.),YES,79277-27-3
THIODICARB,THIODICARB,NO,59669-26-0
THIONAZIN,THIONAZINE (N.M.),NO,297-97-2
THIOPHANATE-METHYL,THIOPHANATE-MÉTHYL (N.M.),NO,23564-05-8
THIRAM,THIRAME (N.M.),NO,137-26-8
THYME OIL,HUILE DE THYM (N.F.),NO,8007-46-3
THYMOL,THYMOL (N.M.),NO,89-83-8
TIAFENACIL,TIAFÉNACIL (N.M.),NO,1220411-29-9
TIOXAZAFEN,TIOXAZAFEN (N.M.),NO,330459-31-9
TOLFENPYRAD,TOLFENPYRADE (N.M.),NO,129558-76-5
TOLPYRALATE,TOLPYRALATE (N.M.),NO,1101132-67-5
TOLYPOCLADIUM CYLINDROSPORUM ANT-05,TOLYPOCLADIUM CYLINDROSPORUM ANT-05,NO,
TOPRAMEZONE,TOPRAMÉZONE (N.F.),YES,210631-68-8
TRALKOXYDIM,TRALKOXYDIME (N.F.),NO,87820-88-0
TRALOMETHRIN,TRALOMETHRINE,NO,66841-25-6
TRI-N-BUTYLTIN CHLORIDE,CHLORURE DE TRI-N-BUTYL ETAIN (M),NO,1461-22-9
TRI-N-BUTYLTIN FLUORIDE,FLUORURE DE TRI-N-BUTYLETAIN (M),NO,1983-10-4
TRI-N-BUTYLTIN MALEATE,MALEATE DE TRI-N-BUTYL ETAIN,NO,4027-18-3
