Active ingredient name - English,Active ingredient name - French,Reevaluation status,CAS number
"DEVICE (SWIMMING POOL ALGAECIDE,BACTERIACIDE) NO GUARANTEE     REQUIRED - (OR: MOLLUSCICIDE - SEE REMARKS)","APPAREIL (ALGICIDE POUR PISCINES, BACTERICIDE POUR PISCINES) GARANTIE NON-REQUISE",NO,
"DEVICE, NO GUARANTEE REQUIRED","APPAREIL, GARANTIE NON-REQUISE",NO,
DI(PHENYLMERCURIC)DODECENYL SUCCINATE,SUCCINATE DE D-(PHENYLMERCURIQUE)DODECENYLE (M),NO,27236-65-3
DI-N-BUTYL SUCCINATE,SUCCINATE DE DI-N-BUTYLE (M),NO,141-03-7
DI-N-PROPYL ISOCINCHOMERONATE,ISOCINCHOMÉRONATE DE DI-N-PROPYLE (N.M.),NO,3737-22-2
"DIALKYL (8% C8, 9% C10, 47% C12, 18% C14, 8% C16, 10% C18) DIMETHYL AMMONIUM CHLORIDE","CHLORURE DIALKYL (8% C8, 9% C10, 47% C12, 18% C14, 8% C16, 10% C18) DIMETHYL AMMONIUM (M)",NO,
DIALLYL DISULFIDE AND RELATED SULFIDES,DIALLYL DISULFIDE ET LES DERIVES SULFIDES,NO,2179-57-9
DIAMMONIUM PHOSPHATE,PHOSPHATE DIAMMONIQUE (N.M.),NO,7783-28-0
DIAZINON,DIAZINON,NO,333-41-5
DICAMBA (PRESENT AS ACID),DICAMBA (PRÉSENT SOUS FORME D'ACIDE),YES,1918-00-9
"DICAMBA (PRESENT AS ACID, ESTER, SALTS)","DICAMBA (PRÉSENT SOUS FORM D'ACIDE, D'ESTER, DES SELS)",YES,1918-00-9
DICAMBA (PRESENT AS DIETHANOLAMINE SALT),DICAMBA (PRÉSENT SOUS FORME DE SEL DE DIÉTHANOLAMINE),YES,25059-78-3
DICAMBA (PRESENT AS DIGLYCOLAMINE SALT),DICAMBA (PRÉSENT SOUS FORME DE SEL DE DIGLYCOLAMINE),YES,104040-79-1
DICAMBA (PRESENT AS DIMETHYLAMINE SALT),DICAMBA (PRÉSENT SOUS FORME DE SEL DE DIMÉTHYLAMINE),YES,2300-66-5
DICAMBA (PRESENT AS ISOPROPYLAMINE SALT),"DICAMBA (PRÉSENT SOUS FORME DE
SEL D'ISOPROPYLAMINE)",YES,55871-02-8
DICAMBA (PRESENT AS MONOETHANOLAMINE SALT),DICAMBA (N.M.) (PRÉSENT SOUS FORME DE SEL D'ÉTHANOLAMINE),YES,53404-28-7
"DICAMBA (PRESENT AS N,N-BIS(3-AMINOPROPYL)METHYLAMINE SALT)","DICAMBA (N.M.) (PRÉSENT SOUS FORME DE SEL DE N,N-BIS(3-AMINOPROPYL)MÉTHYLAMINE)",YES,1286239-22-2
"DICAMBA (PRESENT AS N-(2-AMINOETHYL)-1,2-ETHANEDIAMINE SALT)","DICAMBA (PRÉSENT SOUS FORME DE SEL DE N-(2-AMINOÉTHYL)ÉTHANE-1,2-DIAMINE)",YES,
DICAMBA (PRESENT AS POTASSIUM SALT),DICAMBA (PRÉSENT SOUS FORME DE SEL DE POTASSIUM),YES,10007-85-9
DICAMBA (PRESENT AS SODIUM SALT),DICAMBA (PRÉSENT SOUS FORME DE SEL DE SODIUM),YES,1982-69-0
DICHLOBENIL,DICHLOBÉNIL (N.M.),YES,1194-65-6
DICHLOFLUANID,DICHLOFLUANIDE (F),NO,1085-98-9
DICHLONE,DICHLONE (M),NO,117-80-6
DICHLORFLURECOL-METHYL,DICHLORFLURECOL-MÉTHYLE (M),NO,21634-96-8
DICHLOROPHEN,DICHLOROPHENE (M),NO,97-23-4
DICHLORPROP,DICHLORPROP,NO,120-36-5
"DICHLORPROP (PRESENT AS BUTOXYETHYL ESTER, AS ISOOCTYL ESTER, OR AS ETHYLHEXYL ESTER)","DICHLORPROP, PRESENT SOUS FORME D'ESTER DE BUTOXYETHYLE OU D'ESTERS D'ISOOCTYLE",NO,
DICHLORPROP (PRESENT AS DIMETHYLAMINE SALT),DICHLORPROP  (PRÉSENT SOUS FORME DE SEL DE DIMÉTHYLAMINE),NO,53404-23-3
DICHLORPROP-P,DICHLORPROP-P (N.M.),NO,15165-67-0
DICHLORPROP-P (PRESENT AS 2-ETHYLHEXYL ESTER),DICHLORPROP-P (N.M.) (PRÉSENT SOUS FORME D'ESTER DE 2-ÉTHYLHÉXYL),NO,865363-39-9
DICHLORPROP-P (PRESENT AS DIMETHYLAMINE SALT),DICHLORPROP-P (N.M.) (PRÉSENT SOUS FORME DE SEL DE DIMÉTHYLAMINE),NO,104786-87-0
DICHLORVOS PLUS RELATED ACTIVE COMPOUNDS,DICHLORVOS (N.M.) ET DÉRIVÉS ACTIFS,YES,62-73-7
DICLOFOP-METHYL,DICLOFOP-METHYL,NO,51338-27-3
DICLORAN,DICLORAN,NO,99-30-9
DICOFOL,DICOFOL,NO,115-32-2
DIDECYLDIMETHYLAMMONIUM CHLORIDE,CHLORURE DE DIDÉCYLDIMÉTHYLAMMONIUM,YES,7173-51-5
DIDECYLDIMETHYLAMMONIUM PRESENT AS CARBONATE AND BICARBONATE SALTS,DIDÉCYLDIMÉTHYLAMMONIUM PRÉSENT SOUS FORME DE SELS DE CARBONATE ET D'HYDROGÉNOCARBONATE,YES,
DIENOCHLOR,DIENOCHLORE (M),NO,2227-17-0
DIETHOFENCARB,DIÉTHOFENCARBE (N.M.),NO,87130-20-9
DIFENOCONAZOLE,DIFÉNOCONAZOLE (N.M.),YES,119446-68-3
DIFENZOQUAT (PRESENT AS METHYL SULPHATE SALT),"DIFENZOQUAT (M), (PRESENT SOUS FORME DE SULPHATE DE METHYLE)",NO,43222-48-6
DIFETHIALONE,DIFÉTHIALONE (N.F.),YES,104653-34-1
DIFLUBENZURON,DIFLUBENZURON (N.M.),YES,35367-38-5
DIFLUFENICAN,DIFLUFÉNICAN,NO,83164-33-4
DIFLUFENZOPYR,DIFLUFENZOPYR,NO,109293-97-2
DIFLUFENZOPYR (PRESENT AS SODIUM SALT),DIFLUFENZOPYR (N.M.) (PRÉSENT SOUS FORME DE SEL DE SODIUM),NO,109293-98-3
DIISOBUTYLPHENOXYETHOXYETHYL DIMETHYL BENZYL AMMONIUM CHLORIDE (PRESENT AS MONOHYDRATE),CHLORURE DIISOBUTYLPHÉNOXYÉTHOXYÉTHYL DIMÉTHYLE BENZYL AMMONIUM (PRÉSENT SOUS FORME DE MONOHYDRATE),YES,121-54-0
DIMETHENAMID,DIMETHENAMIDE,NO,87674-68-8
DIMETHENAMID-P,DIMÉTHÉNAMIDE-P (N.M.),YES,163515-14-8
DIMETHOATE,DIMÉTHOATE (N.M.),YES,60-51-5
DIMETHOMORPH,DIMÉTHOMORPHE (N.M.),YES,110488-70-5
DIMETHOXANE,DIMETHOXANE,NO,828-00-2
DIMETHYL ALKYL AMINE,DIMETHYL ALKYL AMINE (M),NO,
DIMETHYL PHTHALATE,PHTALATE DE DIMETHYLE (M),NO,131-11-3
DIMETHYLOXAZOLIDINE,DIMÉTHYLOXAZOLIDINE,NO,51200-87-4
DINITROPHENOL,DINITROPHENOL (M),NO,51-28-5
DINOCAP (PLUS RELATED ACTIVE COMPOUNDS),DINOCAP ET DERIVES ACTIFS,NO,6119-92-2
DINOSEB PRESENT IN FREE FORM,"DINOSEBE (M), PRESENT SOUS FORME DE DINOSEBE",NO,88-85-7
DINOTEFURAN,DINOTÉFURANE (N.M.),NO,165252-70-0
DIOCTYL SODIUM SUCCINATE OR DOCUSATE SODIUM,DOCUSATE DE SODIUM,NO,577-11-7
DIOCTYLDIMETHYLAMMONIUM CHLORIDE,CHLORURE DIOCTYL DIMÉTHYL AMMONIUM (N.M.),YES,5538-94-3
DIODOFON,DIODOFON,NO,20018-09-1
DIPHACINONE (PRESENT IN FREE FORM OR AS SODIUM SALT),"DIPHACINONE, PRESENT SOUS FORME DE DIPHACINONE OU DE SEL DE SODIUM",YES,82-66-6
DIPHENYLAMINE,DIPHÉNYLAMINE (N.F.),YES,122-39-4
DIPHENYLSTIBINE 2-ETHYLHEXOATE,ETHYL-2 HEXOATE DE DIPHENYLSTIBINE (M),NO,5035-58-5
DIPROPYLENE GLYCOL,DIPROPYLENE GLYCOL (M),NO,110-98-5
DIQUAT (PRESENT AS DIBROMIDE),DIQUAT (N.M.) (PRÉSENT SOUS FORME DE SEL DE DIBROMURE),NO,85-00-7
DISODIUM CYANODITHIOIMIDOCARBONATE,CYANODITHIOIMIDOCARBONATE DISODIQUE,NO,138-93-2
DISODIUM OCTABORATE ANHYDROUS,"OCTABORATE DE DISODIUM, ANHYDRE (N.M.)",NO,12008-41-2
DISODIUM OCTABORATE TETRAHYDRATE,OCTABORATE DISODIQUE TÉTRAHYDRATÉ (N.M.),NO,12280-03-4
DISPARLURE,DISPARLURE,NO,29804-22-6
"DISTEARYL (15% C16, 85% C18) DIMETHYL AMMONIUM CHLORIDE","CHLORURE DISTEARYL (15% C16, 85% C18) DIMETHYL AMMONIUM (M)",NO,107-64-2
DISULFOTON,DISULFOTON (M),NO,298-04-4
DITHIANON,DITHIANON,NO,3347-22-6
DITHIOPYR,DITHIOPYR (N.M.),YES,97886-45-8
DIURON,DIURON (N.M.),YES,330-54-1
DNOC PRESENT AS SODIUM SALT,"DNOC (M), PRESENT SOUS FORME DE SEL DE SODIUM",NO,534-52-1
DODECYLGUANIDINE HYDROCHLORIDE,HYDROCHLORURE DE DODÉCYLGUANIDINE (N.M.),NO,13590-97-1
DODEMORPH-ACETATE,DODEMORPHE-ACETATE,NO,31717-87-0
DODINE,DODINE (N.F.),YES,2439-10-3
DRIED BLOOD,SANG SÉCHÉ (N.M.),NO,
DRIED EGGS,OEUFS SÉCHÉS (N.M.),NO,
E-8-DODECEN-1-YL ACETATE OR E-8-DODECENYL ACETATE,ACÉTATE DE (8E)-DODÉC-8-ÉN-1-YLE (N.M.),NO,38363-29-0
E-FUSCOL,E-FUSCOL,NO,7733-91-7
EG84-DSRNA-GLB,EG84-DSRNA-GLB,NO,
EMAMECTIN BENZOATE,EMAMECTINE BENZOATE (N.F.),NO,155569-91-8
ENDOSULFAN,ENDOSULFAN,NO,115-29-7
ENDOTHAL,ENDOTHAL (N.M.),YES,145-73-3
ENDOTHAL (PRESENT AS DIPOTASSIUM SALT),ENDOTHAL (PRÉSENT SOUS FORM DE SEL DE DIPOTASSIUM),NO,2164-07-0
"ENDOTHAL (PRESENT AS N,N-DIMETHYLALKYLAMINE SALT)","ENDOTHAL (N.M.) (PRÉSENT SOUS FORME DE SEL DE N,N-DIMÉTHYLE ALKYLAMINE)",YES,66330-88-9
ENDRIN,ENDRINE (F),NO,72-20-8
ENTEROBACTER SP. STRAIN SST3 WALAA,ENTEROBACTER SP. SOUCHE SST3 WALAA,NO,
EPTC,EPTC (N.M.),YES,759-94-4
EPYRIFENACIL,ÉPYRIFÉNACIL (N.M.),NO,353292-31-6
ERGOCALCIFEROL,ERGOCALCIFEROL (M),NO,50-14-6
ES169-DSRNA-GLB,ES169-DSRNA-GLB,NO,
ES170-DSRNA-GLB,ES170-DSRNA-GLB,NO,
ES171-DSRNA-GLB,ES171-DSRNA-GLB,NO,
ES172-DSRNA-GLB,ES172-DSRNA-GLB,NO,
ES173-DSRNA-GLB,ES173-DSRNA-GLB,NO,
ES187-DSRNA-GLB,ES187-DSRNA-GLB,NO,
ES188-DSRNA-GLB,ES188-DSRNA-GLB,NO,
ES75-DSRNA-GLB,ES75-DSRNA-GLB,NO,
ES76-DSRNA-GLB,ES76DSRNA-GLB,NO,
ES77-DSRNA-GLB,ES77-DSRNA-GLB,NO,
ES79.015 DSRNA,ES79.015 ARNDB,NO,
ETHABOXAM,ÉTHABOXAME (N.M.),NO,162650-77-3
ETHALFLURALIN,ÉTHALFLURALINE (N.F.),YES,55283-68-6
ETHAMETSULFURON-METHYL,ÉTHAMÉTSULFURON-MÉTHYL (N.M.),YES,97780-06-8
ETHANOL (70% DENATURED),ETHANOL (70% DENATURED),NO,
ETHEPHON,ÉTHÉPHON,NO,16672-87-0
ETHION,ETHION (M),NO,563-12-2
ETHIPROLE,ÉTHIPROLE,NO,181587-01-9
ETHOFUMESATE,ÉTHOFUMESATE (N.M.),YES,26225-79-6
ETHOPROPHOS,ÉTHOPROPHOS (M),NO,13194-48-4
ETHOXYQUIN,ETHOXYQUIN (F),NO,91-53-2
ETHYLENE,ÉTHYLÈNE (N.M.),NO,74-85-1
ETHYLENE OXIDE,OXYDE D'ÉTHYLÈNE (N.M.),NO,75-21-8
ETHYLHEXANEDIOL,HEXANEDIOL D'ETHYLE (M),NO,94-96-2
ETOFENPROX,ÉTOFENPROX (N.M.),NO,80844-07-1
ETOXAZOLE,ÉTOXAZOLE (N.M.),NO,153233-91-1
ETRIDIAZOLE,ÉTRIDIAZOLE (N.M.),YES,2593-15-9
EUCALYPTUS CITRIODORA OIL (LEMON EUCALYPTUS OIL),EUCALYPTUS CITRIODORA OIL (LEMON EUCALYPTUS OIL),NO,
EUCALYPTUS OIL,HUILE D'EUCALYPTUS (N.F.),NO,8000-48-4
EUGENOL,EUGÉNOL (N.M.),NO,97-53-0
EXC7963 FERMENTATION SOLIDS CONTAINING DOUBLE STRANDED RNA PSS004.1,EXC7963 FERMENTATION SOLIDS CONTAINING DOUBLE STRANDED RNA PSS004.1,NO,
EXC7964 FERMENTATION SOLIDS CONTAINING DOUBLE STRANDED RNA PSS012.1,EXC7964 FERMENTATION SOLIDS CONTAINING DOUBLE STRANDED RNA PSS012.1,NO,
EXTRACT OF CHENOPODIUM AMBROSIOIDES NEAR AMBROSIOIDES,EXTRACT OF CHENOPODIUM AMBROSIOIDES NEAR AMBROSIOIDES,NO,89997-47-7
EXTRACT OF REYNOUTRIA SACHALINENSIS,EXTRAIT DE REYNOUTRIA SACHALINENSIS (N.M.),NO,
EXTRACT OF SWINGLEA GLUTINOSA,EXTRAIT DE SWINGLEA GLUTINOSA,NO,
FAMOXADONE,FAMOXADONE (N.F.),YES,131807-57-3
FATTY ACIDS,ACIDES GRAS (N.M.),NO,
FENAMIDONE,FÉNAMIDONE (N.F.),YES,161326-34-7
FENAZAQUIN,FÉNAZAQUINE (N.F.),NO,120928-09-8
FENBUCONAZOLE,FENBUCONAZOLE (N.M.),NO,114369-43-6
FENBUTATIN OXIDE,FENBUTATIN-OXYDE (N.M.),YES,13356-08-6
FENHEXAMID,FENHEXAMIDE (N.M.),NO,126833-17-8
FENITROTHION,FENITROTHION (M),NO,122-14-5
"FENOPROP PRESENT AS ACID, AS SALTS (TRIETHANOLAMINE, SODIUM), OR AS ESTERS (BUTOXYETHYL, ISO-OCTYL, PROYLENE GYLCOL BUTYL ETHER)","FENOPROP (M), PRÉSENT SOUS FORME D'ACIDE, DES SELS (TRIETHANOLAMINE, SODIUM), OU D'ESTERS (BUTOXYETHYLE, ISOOCTYLE, BUTOXYPROPYLE)",NO,93-72-1
FENOXAPROP-ETHYL,FENOXAPROP,NO,66441-23-4
FENOXAPROP-P-ETHYL,FÉNOXAPROP-P-ÉTHYLE (N.M.),NO,71283-80-2
FENPICOXAMID,FENPICOXAMIDE,NO,
FENPROPATHRIN,FENPROPATHRINE (N.F.),NO,39515-41-8
FENPROPIDIN,FENPROPIDINE,NO,67306-00-7
FENPROPIMORPH,FENPROPIMORPHE (N.M.),NO,67564-91-4
FENPYRAZAMINE,FENPYRAZAMINE,NO,473798-59-3
FENPYROXIMATE,FENPYROXIMATE (N.M.),NO,134098-61-6
FENSULFOTHION,FENSULFOTHION (M),NO,115-90-2
FENTHION,FENTHION,NO,55-38-9
FENVALERATE,FENVALERATE (M),NO,51630-58-1
FERBAM,FERBAME,NO,14484-64-1
FERRIC PHOSPHATE,PHOSPHATE FERRIQUE,NO,10045-86-0
FIR NEEDLE OIL,L'ESSENCE D'ÉPINES DE SAPIN (N.F.),NO,8021-28-1
FISH MEAL MIXTURE,MÉLANGE DE FARINE DE POISSON (N.M.),NO,
FISH OIL MIXTURE,MÉLANGE D'HUILE DE POISSON (N.M.),NO,
FLAMPROP-M-METHYL,FLAMPROP-M-METHYL,NO,57973-66-7
FLAMPROP-METHYL,FLAMPROP-METHYL (M),NO,52756-25-9
FLAZASULFURON,FLAZASULFURON (N.M.),NO,104040-78-0
FLG22-BT PEPTIDE,FLG22-BT PEPTIDE,NO,
FLONICAMID,FLONICAMIDE (N.M.),NO,158062-67-0
FLORASULAM,FLORASULAME (N.M.),NO,145701-23-1
FLORPYRAUXIFEN (PRESENT AS BENZYL ESTER),FLORPYRAUXIFÈNE (N.M.) (PRÉSENT SOUS FORME D'ESTER BENZYLIQUE),NO,1390661-72-9
FLORYLPICOXAMID,FLORYLPICOXAMIDE (N.M.),NO,1961312-55-9
FLUAZAINDOLIZINE,FLUAZAINDOLIZINE (N.F.),NO,1254304-22-7
FLUAZIFOP-BUTYL,FLUAZIFOP-BUTYL (M),NO,69806-50-4
FLUAZIFOP-P-BUTYL,FLUAZIFOP-P-BUTYLE,NO,79241-46-6
FLUAZIFOP-P-BUTYL AND S-ISOMER,FLUAZIFOP-P-BUTYL ET S-ISOMER (N.M.),NO,79241-46-6
FLUAZINAM,FLUAZINAME (N.M.),YES,79622-59-6
FLUBENDIAMIDE,FLUBENDIAMIDE,NO,272451-65-7
FLUCARBAZONE (PRESENT AS FLUCARBAZONE-SODIUM),FLUCARBAZONE (N.F.) (PRÉSENT SOUS FORME DE FLUCARBAZONE-SODIUM),NO,181274-17-9
FLUCYTHRINATE,FLUCYTHRINATE (M),NO,70124-77-5
FLUDIOXONIL,FLUDIOXONIL (N.M.),NO,131341-86-1
FLUENSULFONE,FLUENSULFONE (N.F.),NO,318290-98-1
FLUFENACET,FLUFÉNACET (N.M.),NO,142459-58-3
"FLUFENOXURON
","FLUFENOXURON
",NO,101463-69-8
FLUMETHRIN,FLUMÉTHRINE (N.F.),NO,69770-45-2
FLUMETSULAM,FLUMÉTSULAME (N.M.),NO,98967-40-9
FLUMIOXAZIN,FLUMIOXAZINE (N.F.),YES,103361-09-7
FLUOPICOLIDE,FLUOPICOLIDE (N.M.),NO,239110-15-7
FLUOPYRAM,FLUOPYRAM (N.M.),NO,658066-35-4
FLUOXAPIPROLIN,FLUOXAPIPROLINE,NO,
FLUOXASTROBIN,FLUOXASTROBINE (N.F.),NO,361377-29-9
FLUPYRADIFURONE,FLUPYRADIFURONE (N.F.),NO,951659-40-8
FLURECOL-METHYL,FLURECOL-METHYL (M),NO,
FLUROXYPYR (PRESENT AS 1-METHYLHEPTYL ESTER),FLUROXYPYR (N.M.) (PRÉSENT SOUS FORME D'ESTER DE 1-MÉTHYLHEPTYLE),NO,81406-37-3
FLUSILAZOLE,FLUSILAZOLE,NO,85509-19-9
FLUTIANIL,FLUTIANILE (N.M.),NO,958647-10-4
FLUTOLANIL,FLUTOLANIL,NO,66332-96-5
FLUTRIAFOL,FLUTRIAFOL,YES,76674-21-0
FLUVALINATE-TAU,TAU-FLUVALINATE (N.M.),YES,102851-06-9
FLUXAPYROXAD,FLUXAPYROXADE (N.M.),NO,907204-31-3
FOLPET,FOLPET (N.M.),NO,133-07-3
FOMESAFEN,FOMÉSAFÈNE (N.M.),NO,72178-02-0
FONOFOS,FONOFOS (M),NO,944-22-9
FORAMSULFURON,FORAMSULFURON (N.M.),NO,173159-57-4
FORMALDEHYDE,FORMALDÉHYDE (N.M.),NO,50-00-0
FORMETANATE HYDROCHLORIDE,CHLORHYDRATE DE FORMÉTANATE (N.M.),YES,23422-53-9
FORMIC ACID,ACIDE FORMIQUE (N.M.),NO,64-18-6
FOSAMINE AMMONIUM,FOSAMINE D'AMMONIUM,NO,25954-13-6
FOSETYL-ALUMINUM,FOSÉTYL-ALUMINUM,NO,39148-24-8
FURFURYL PROPIONATE,FURFURYL PROPIONATE,NO,623-19-8
GAMMA-BHC FROM LINDANE,GAMMA-BHC DE LINDANE (M),NO,58-89-9
GAMMA-CYHALOTHRIN,GAMMA-CYHALOTHRINE,NO,76703-62-3
GARLIC,AIL,NO,8000-78-0
GARLIC JUICE,JUS D'AIL (N.M.),NO,
GARLIC OIL,HUILE D'AIL (N.F.),NO,8000-78-0
GARLIC POWDER,POUDRE D'AIL (N.F.),NO,
GERANIOL,GERANIOL,NO,106-24-1
GERANIUM OIL,HUILE DE GÉRANIUM (N.F.),NO,8000-46-2
GERMAN COCKROACH EXTRACT,EXTRAIT DE BLATTE GERMANIQUE (N.M.),NO,
GFP-DSRNA,GFP-DSRNA,NO,
GIBBERELLIC ACID,ACIDE GIBBÉRELLIQUE (N.M.),YES,77-06-5
GIBBERELLINS A4 AND A7,GIBBÉRELLINES A4 ET A7 (N.F.),YES,8030-53-3
GLUFOSINATE-AMMONIUM,GLUFOSINATE-AMMONIUM (N.M.),YES,77182-82-2
GLUFOSINATE-P-AMMONIUM,GLUFOSINATE-P-AMMONIUM,NO,73777-50-1
GLUTARALDEHYDE,GLUTARALDÉHYDE (N.M.),YES,111-30-8
GLYCOLIC ACID,ACIDE GLYCOLIQUE (M),NO,79-14-1
GLYODIN,GLYODIN (M),NO,556-22-9
GLYPHOSATE,GLYPHOSATE (N.M.),NO,1071-83-6
GLYPHOSATE (PRESENT AS DIMETHYLAMINE SALT),"GLYPHOSATE (N.M.) (PRÉSENT SOUS FORME DE
SEL DE DIMÉTHYLAMINE)",NO,34494-04-7
GLYPHOSATE (PRESENT AS ISOPROPYLAMINE AND POTASSIUM SALT),"GLYPHOSATE (N.M.) (PRÉSENT SOUS FORME DE
SEL D'ISOPROPYLAMINE ET DE SEL POTASSIUM)",NO,
GLYPHOSATE (PRESENT AS ISOPROPYLAMINE SALT OR ETHANOLAMINE SALT),"GLYPHOSATE (N.M.) (PRÉSENT SOUS FORME DE
SEL D'ISOPROPYLAMINE OU DE SEL D'ETHANOLAMINE)",NO,
GLYPHOSATE (PRESENT AS MONO-AMMONIUM SALT OR DIAMMONIUM SALT),"GLYPHOSATE (N.M.) (PRÉSENT SOUS FORME DE
SEL MONO-AMMONIUM OU DE SEL DIAMMONIUM)",NO,
GLYPHOSATE (PRESENT AS POTASSIUM SALT),"GLYPHOSATE (N.M.) (PRÉSENT SOUS FORME DE
SEL DE POTASSIUM)",NO,39600-42-5
GLYPHOSATE (PRESENT AS TRIMETHYLSULFONIUM SALT),GLYPHOSATE (N.M.) (PRÉSENT SOUS FORME DE SEL DE TRIMÉTHYLSULFONIUM),NO,81591-81-3
GS-OMEGA/KAPPA-HXTX-HV1A,GS-OMEGA/KAPPA-HXTX-HV1A,NO,1219988-33-6
GS2 DOUBLE STRANDED RNA,ARN DOUBLE BRIN GS2,NO,
GS5823.005-DSRNA-GLB,GS5823.005-DSRNA-GLB,NO,
GS5995.002-DSRNA-GLB,GS5995.002-DSRNA-GLB,NO,
HALAUXIFEN (PRESENT AS METHYL ESTER),HALAUXIFÈNE (N.M.) (PRÉSENT SOUS FORME D'ESTER MÉTHYLIQUE),NO,943831-98-9
HALOSULFURON (PRESENT AS METHYL ESTER),HALOSULFURON (N.M.) (PRÉSENT SOUS FORME D'ESTER DE MÉTHYL),NO,100784-20-1
HEAT-KILLED BURKHOLDERIA RINOJENSIS STRAIN A396 CELLS AND SPENT FERMENTATION MEDIA,CELLULES DE SOUCHE A396 DE BURKHOLDERIA RINOJENSIS TUÉES PAR LA CHALEUR ET MILIEU DE FERMENTATION ÉPUISÉ,NO,
HELICOVERPA ARMIGERA NUCLEOPOLYHEDROVIRUS BV-0003,HELICOVERPA ARMIGERA NUCLEOPOLYHEDROVIRUS BV-0003,NO,
HEPTACHLOR,HEPTACHLORE (M),NO,76-44-8
HEPTYL BUTYRATE,BUTYRATE D'HEPTYLE,NO,5870-93-9
"HERBAL MIXTURE (GRAPEFRUIT EXTRACT, CAYANNE EXTRACT, THYME EXTRACT, ALOE VERA EXTRACT, HYSSOPUS EXTRACT, GINSENG EXTRACT","HERBAL MIXTURE (GRAPEFRUIT EXTRACT, CAYANNE EXTRACT, THYME EXTRACT, ALOE VERA EXTRACT, HYSSOPUS EXTRACT, GINSENG EXTRACT",NO,
HEXACONAZOLE,HEXACONAZOLE (N.M.),NO,79983-71-4
"HEXAHYDRO-1,3,5-TRIETHYL-S-TRIAZINE","HEXAHYDRO TRIETHYL-1,3,5 S-TRIAZINE",NO,7779-27-3
"HEXAHYDRO-1,3,5-TRIS(2-HYDROXYETHYL)-S-TRIAZINE","HEXAHYDRO-1,3,5-TRIS(HYDROXYÉTHYLE)-S-TRIAZINE",NO,4719-04-4
HEXANAL,HEXANAL,NO,
HEXAZINONE,HEXAZINONE (N.M.),YES,51235-04-2
HEXYTHIAZOX,HEXYTHIAZOX,NO,78587-05-0
HOP BETA ACIDS (PRESENT AS POTASSIUM SALTS),ACIDES BÊTA DU HOUBLON (PRÉSENT SOUS FORME DE SELS DE POTASSIUM),NO,
HYDRAMETHYLNON,HYDRAMÉTHYLNONE (N.F.),NO,67485-29-4
HYDROCHLORIC ACID,ACIDE CHLORHYDRIQUE (M),NO,7647-01-0
HYDROGEN CYANAMIDE,CYANAMIDE D'HYDROGENE (M),NO,420-04-2
HYDROGEN CYANIDE,HYDROGEN CYANIDE,NO,74-90-8
HYDROGEN PEROXIDE,PEROXYDE D'HYDROGÈNE (N.M.),NO,7722-84-1
HYDROGENATED CATMINT OIL,HUILE D'HERBE À CHAT HYDROGENÉE (N.F.),NO,952722-18-8
HYDROXYL RADICALS,RADICAL HYDROXYLE,NO,
"HYDROXYMETHYL-5,5-DIMETHYLHYDANTOIN","HYDROXYMÉTHYL-5,5-DIMÉTHYLHYDANTOIN",NO,27636-82-4
IBA,AIB (N.M.),NO,133-32-4
ICAFOLIN-METHYL,ICAFOLIN-MÉTHYLE (N.M.),NO,2749998-21-6
ICARIDIN,ICARIDINE,NO,119515-38-7
IMAZAMETHABENZ-METHYL,IMAZAMÉTHABENZ-MÉTHYL (N.M.),NO,81405-85-8
IMAZAMOX,IMAZAMOX (N.M.),NO,114311-32-9
IMAZAMOX (PRESENT AS AMMONIUM SALT),IMAZAMOX (N.M.) (PRÉSENT SOUS FORME DE SEL D'AMMONIUM),NO,247057-22-3
IMAZAPIC,IMAZAPIC,NO,104098-48-8
IMAZAPYR,IMAZAPYR (N.M.),YES,81334-34-1
IMAZAPYR (PRESENT AS AMMONIUM SALT),IMAZAPYR (N.M.) (PRÉSENT SOUS FORME DE SEL D'AMMONIUM),NO,81334-36-3
IMAZAPYR (PRESENT AS ISOPROPYLAMINE SALT),IMAZAPYR (N.M.) (PRÉSENT SOUS FORM DE SEL D'ISOPROPYLAMINE),NO,81510-83-0
IMAZETHAPYR,IMAZÉTHAPYR (N.M.),NO,81335-77-5
IMAZETHAPYR (PRESENT AS AMMONIUM SALT),IMAZÉTHAPYR (N.M.) (PRÉSENT SOUS FORME DE SEL D'AMMONIUM),NO,101917-66-2
IMAZETHAPYR (PRESENT AS POTASSIUM SALT),IMAZÉTHAPYR (N.M.) (PRÉSENT SOUS FORME DE SEL DE POTASSIUM),NO,
IMIDACLOPRID,IMIDACLOPRIDE (N.M.),NO,138261-41-3
IMIPROTHRIN,IMIPROTHRINE (N.F.),NO,72963-72-5
INDAZIFLAM,INDAZIFLAME (N.M.),NO,950782-86-2
INDOLE,INDOLE,NO,120-72-9
INDOLE-3-BUTYRIC ACID (PRESENT AS POTASSIUM SALT),ACIDE INDOLE-3-BUTYRIQUE (PRÉSENT SOUS FORME DE SEL DE POTASSIUM),NO,60096-23-3
INDOXACARB TECHNICAL,INDOXACARB TECHNICAL,NO,173584-44-6
INPYRFLUXAM,INPYRFLUXAME (N.M.),NO,1352994-67-2
IODINE,IODINE,NO,7553-56-2
IODOFENPHOS,IODOFENPHOS (M),NO,18181-70-9
"IODOSULFURON-METHYL-SODIUM
",IODOSULFURON-MÉTHYLE-SODIUM (N.M.),YES,144550-36-7
